Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
45,L2,D2,119,1.38,1590,,,,
46,L2,D2,51,1.38,1650,,,,
47,L2,D2,128,1.38,1640,,,,
48,L2,D2,29,1.36,1780,,,,
49,L2,D2,49,1.36,1780,,,,
50,L2,D2,10,1.32,1500,,,,
51,L2,D2,2,1.32,1500,,,,
52,L2,D2,1,1.32,1530,,,,
53,L2,D2,1,1.36,1730,,,,
54,L2,D2,1,1.46,1980,,,,
55,L2,D2,2,1.46,2130,,,,
56,L2,D2,7,1.47,2100,,,,
57,L2,D2,6,1.48,1680,,,,
58,L2,D4,2,1.18,1240,,,,
59,L2,D4,1,1.18,1260,,,,
60,L2,D4,11,1.22,1410,,,,
61,L2,D4,2,1.32,1990,,,,
62,L2,D4,105,1.31,1540,,,,
63,L2,D4,3,1.31,1600,,,,
64,L2,D4,9,1.3,1370,,,,
65,L2,D4,1,1.3,1440,,,,
66,L2,D4,25,1.38,1610,,,,
67,L2,D4,37,1.38,1590,,,,
68,L2,D4,56,1.38,1660,,,,
69,L2,D4,86,1.38,1640,,,,
70,L2,D4,52,1.36,1780,,,,
71,L2,D4,50,1.36,1780,,,,
72,L2,D4,54,1.32,1500,,,,
73,L2,D4,12,1.32,1530,,,,
74,L2,D4,15,1.33,1620,,,,
75,L2,D4,4,1.36,1730,,,,
76,L2,D4,2,1.47,1980,,,,
77,L2,D4,1,1.46,2130,,,,
78,L2,D4,2,1.46,2130,,,,
79,L2,D4,4,1.43,1590,,,,
80,L2,D4,22,1.47,2100,,,,
81,L2,D4,16,1.48,1680,,,,
82,L2,D4,4,1.5,2190,,,,
83,L2,D5,1,1.38,1620,,,,
84,L2,D5,1,1.31,1760,,,,
85,L2,D5,6,1.31,1830,,,,
86,L2,D5,1,1.46,2150,,,,
87,L2,D5,4,1.67,2030,,,,
88,L2,D5,2,2.34,3450,,,,
89,L2,D6,12,1.38,1550,,,,
90,L2,D6,2,1.31,1830,,,,
91,L2,D6,3,1.31,1710,,,,
92,L2,D6,11,1.31,1790,,,,
93,L2,D6,2,1.35,2190,,,,
94,L2,D6,3,1.57,2620,,,,
95,L2,D6,2,1.51,2150,,,,
96,L2,D6,22,1.48,2280,,,,
97,L2,D6,69,1.48,2140,,,,
98,L2,D6,1,1.73,2140,,,,
99,L2,D6,3,1.67,2030,,,,
100,L2,D6,3,1.67,2020,,,,
101,L2,D6,2,2.3,3390,,,,
102,L2,D6,2,2.3,3320,,,,
103,L2,D6,12,2.33,3450,,,,
104,L2,D7,2,1.18,1220,,,,
105,L2,D7,1,1.18,1240,,,,
106,L2,D7,4,1.22,1410,,,,
107,L2,D7,3,1.22,1410,,,,
108,L2,D7,1,1.22,1410,,,,
109,L2,D7,21,1.3,1780,,,,
110,L2,D7,11,1.31,1540,,,,
111,L2,D7,39,1.31,1540,,,,
112,L2,D7,1,1.38,1990,,,,
113,L2,D7,1,1.3,1370,,,,
114,L2,D7,2,1.3,1370,,,,
115,L2,D7,1,1.3,1370,,,,
116,L2,D7,11,1.38,1600,,,,
117,L2,D7,22,1.38,1590,,,,
118,L2,D7,9,1.38,1650,,,,
119,L2,D7,2,1.38,1640,,,,
120,L2,D7,1,1.38,1500,,,,
121,L2,D7,7,1.38,1480,,,,
122,L2,D7,6,1.38,1590,,,,
123,L2,D7,2,1.38,1590,,,,
124,L2,D7,5,1.38,1650,,,,
125,L2,D7,10,1.38,1640,,,,
126,L2,D7,73,1.38,1590,,,,
127,L2,D7,1,1.38,1590,,,,
128,L2,D7,19,1.38,1650,,,,
129,L2,D7,19,1.38,1640,,,,
130,L2,D7,1,1.38,1450,,,,
131,L2,D7,2,1.36,1780,,,,
132,L2,D7,2,1.36,1780,,,,
133,L2,D7,3,1.36,1720,,,,
134,L2,D7,13,1.36,1780,,,,
135,L2,D7,3,1.32,1500,,,,
136,L2,D7,22,1.32,1500,,,,
137,L2,D7,4,1.32,1500,,,,
138,L2,D7,2,1.32,1530,,,,
139,L2,D7,8,1.33,1620,,,,
140,L2,D7,2,1.36,1730,,,,
141,L2,D7,1,1.36,1730,,,,
142,L2,D7,1,1.46,2130,,,,
143,L2,D7,1,1.46,2130,,,,
144,L2,D7,1,1.46,2130,,,,
145,L2,D7,1,1.46,2130,,,,
146,L2,D7,11,1.46,2130,,,,
147,L2,D7,6,1.43,1590,,,,
148,L2,D7,1,1.43,1590,,,,
149,L2,D7,12,1.43,1590,,,,
150,L2,D7,1,1.44,1850,,,,
151,L2,D7,2,1.44,1850,,,,
152,L2,D7,1,1.47,2100,,,,
153,L2,D7,2,1.47,1960,,,,
154,L2,D7,8,1.47,2100,,,,
155,L2,D7,7,1.48,1680,,,,
156,L2,D8,4,1.22,1410,,,,
157,L2,D8,1,1.22,1370,,,,
158,L2,D8,20,1.31,1540,,,,
159,L2,D8,20,1.31,1600,,,,
160,L2,D8,1,1.38,1980,,,,
161,L2,D8,1,1.38,1990,,,,
162,L2,D8,4,1.3,1370,,,,
163,L2,D8,2,1.38,1600,,,,
164,L2,D8,43,1.38,1590,,,,
165,L2,D8,2,1.38,1590,,,,
166,L2,D8,16,1.38,1650,,,,
167,L2,D8,34,1.38,1640,,,,
168,L2,D8,13,1.32,1500,,,,
169,L2,D8,36,1.32,1500,,,,
170,L2,D8,4,1.32,1530,,,,
171,L2,D8,8,1.33,1620,,,,
172,L2,D8,2,1.36,1730,,,,
173,L2,D8,1,1.45,2130,,,,
174,L2,D8,1,1.46,2130,,,,
175,L2,D8,2,1.46,2130,,,,
176,L2,D8,13,1.43,1590,,,,
177,L2,D8,7,1.44,1850,,,,
178,L2,D8,6,1.48,1680,,,,
179,L2,D9,1,1.11,1930,,,,
180,L2,D9,2,1.18,1240,,,,
181,L2,D9,1,1.18,1220,,,,
182,L2,D9,21,1.22,1410,,,,
183,L2,D9,1,1.31,1540,,,,
184,L2,D9,17,1.31,1460,,,,
185,L2,D9,1,1.31,1540,,,,
186,L2,D9,8,1.38,1600,,,,
187,L2,D9,4,1.38,1590,,,,
188,L2,D9,1,1.38,1590,,,,
189,L2,D9,11,1.38,1650,,,,
190,L2,D9,11,1.38,1640,,,,
191,L2,D9,1,1.38,1450,,,,
192,L2,D9,2,1.38,1480,,,,
193,L2,D9,4,1.38,1570,,,,
194,L2,D9,11,1.38,1590,,,,
195,L2,D9,5,1.38,1590,,,,
196,L2,D9,11,1.38,1650,,,,
197,L2,D9,16,1.38,1640,,,,
198,L2,D9,4,1.38,1650,,,,
199,L2,D9,15,1.38,1450,,,,
200,L2,D9,6,1.38,1450,,,,
201,L2,D9,34,1.38,1480,,,,
202,L2,D9,4,1.38,1480,,,,
203,L2,D9,41,1.38,1510,,,,
204,L2,D9,5,1.38,1570,,,,
205,L2,D9,30,1.38,1570,,,,
206,L2,D9,1,1.38,1600,,,,
207,L2,D9,6,1.38,1590,,,,
208,L2,D9,3,1.38,1650,,,,
209,L2,D9,18,1.38,1640,,,,
210,L2,D9,3,1.38,1650,,,,
211,L2,D9,5,1.38,1640,,,,
212,L2,D9,27,1.38,1480,,,,
213,L2,D9,16,1.38,1480,,,,
214,L2,D9,6,1.38,1570,,,,
215,L2,D9,35,1.38,1570,,,,
216,L2,D9,1,1.38,1520,,,,
217,L2,D9,25,1.36,1730,,,,
218,L2,D9,4,1.36,1780,,,,
219,L2,D9,2,1.36,1780,,,,
220,L2,D9,5,1.36,1780,,,,
221,L2,D9,8,1.36,1680,,,,
222,L2,D9,3,1.32,1500,,,,
223,L2,D9,6,1.32,1500,,,,
224,L2,D9,2,1.32,1530,,,,
225,L2,D9,2,1.32,1530,,,,
226,L2,D9,3,1.33,1620,,,,
227,L2,D9,3,1.46,2130,,,,
228,L2,D9,8,1.46,2130,,,,
229,L2,D9,18,1.43,1590,,,,
230,L2,D9,42,1.43,1590,,,,
231,L2,D9,6,1.43,1590,,,,
232,L2,D9,2,1.47,2100,,,,
233,L2,D9,6,1.47,1960,,,,
234,L2,D9,1,1.47,1960,,,,
235,L2,D9,1,1.47,2100,,,,
236,L2,D9,5,1.48,1680,,,,
237,L2,D9,16,1.48,1680,,,,
238,L2,D9,2,1.48,1680,,,,
239,L2,D9,1,1.48,1600,,,,
240,L2,D9,2,1.5,2190,,,,
241,L2,D9,3,1.61,2510,,,,
242,L2,D10,2,1.38,1990,,,,
243,L2,D10,1,1.3,1370,,,,
244,L2,D10,15,1.38,1650,,,,
245,L2,D10,23,1.38,1640,,,,
246,L2,D10,1,1.38,1570,,,,
247,L2,D10,2,1.38,1650,,,,
248,L2,D10,2,1.38,1640,,,,
249,L2,D10,1,1.32,1500,,,,
250,L2,D10,1,1.6,2260,,,,
251,L2,D11,1,1.22,1410,,,,
252,L2,D11,1,1.31,1540,,,,
253,L2,D11,6,1.37,1960,,,,
254,L2,D11,2,1.37,1990,,,,
255,L2,D11,73,1.38,1590,,,,
256,L2,D11,2,1.38,1640,,,,
257,L2,D11,2,1.38,1590,,,,
258,L2,D11,1,1.38,1450,,,,
259,L2,D11,2,1.36,1720,,,,
260,L2,D11,2,1.36,1780,,,,
261,L2,D11,2,1.36,1720,,,,
262,L2,D11,1,1.36,1780,,,,
263,L2,D11,1,1.36,1780,,,,
264,L2,D11,7,1.45,2130,,,,
265,L2,D11,4,1.46,2130,,,,
266,L2,D11,13,1.43,1590,,,,
267,L2,D11,1,1.47,2100,,,,
268,L2,D11,7,1.48,1680,,,,
269,L2,D13,12,1.36,1730,,,,
270,L2,D13,3,1.36,1630,,,,
271,L2,D13,12,1.36,1680,,,,
272,L2,D13,2,1.46,2150,,,,
273,L2,D13,16,1.46,2150,,,,
274,L2,D13,2,1.46,2070,,,,
275,L2,D13,27,1.46,2070,,,,
276,L2,D13,1,1.46,2040,,,,
277,L2,D13,8,1.46,2030,,,,
278,L2,D13,3,1.47,1880,,,,
279,L2,D13,84,1.47,1960,,,,
280,L2,D13,1,1.47,1960,,,,
281,L2,D13,1,1.57,2510,,,,
282,L2,D13,7,1.57,2510,,,,
283,L2,D13,3,1.57,2510,,,,
284,L2,D13,1,1.48,1600,,,,
285,L2,D13,8,1.58,2510,,,,
286,L2,D13,2,1.58,2510,,,,
287,L2,D13,1,1.58,2510,,,,
288,L2,D13,1,1.58,2510,,,,
289,L2,D13,2,1.61,2510,,,,
290,L2,D13,1,1.6,2240,,,,
291,L2,D14,2,1.22,1410,,,,
292,L2,D14,1,1.31,1540,,,,
293,L2,D14,5,1.31,1540,,,,
294,L2,D14,3,1.31,1600,,,,
295,L2,D14,4,1.31,1540,,,,
296,L2,D14,1,1.31,1600,,,,
297,L2,D14,1,1.31,1500,,,,
298,L2,D14,2,1.38,1600,,,,
299,L2,D14,15,1.38,1590,,,,
300,L2,D14,1,1.38,1650,,,,
301,L2,D14,7,1.38,1640,,,,
302,L2,D14,8,1.38,1450,,,,
303,L2,D14,1,1.38,1480,,,,
304,L2,D14,5,1.38,1590,,,,
305,L2,D14,1,1.38,1650,,,,
306,L2,D14,11,1.38,1640,,,,
307,L2,D14,14,1.38,1480,,,,
308,L2,D14,16,1.38,1650,,,,
309,L2,D14,20,1.38,1640,,,,
310,L2,D14,1,1.38,1600,,,,
311,L2,D14,2,1.38,1590,,,,
312,L2,D14,18,1.38,1650,,,,
313,L2,D14,12,1.38,1640,,,,
314,L2,D14,1,1.38,1650,,,,
315,L2,D14,3,1.38,1600,,,,
316,L2,D14,3,1.38,1590,,,,
317,L2,D14,12,1.38,1650,,,,
318,L2,D14,11,1.38,1640,,,,
319,L2,D14,38,1.38,1480,,,,
320,L2,D14,6,1.38,1570,,,,
321,L2,D14,1,1.38,1570,,,,
322,L2,D14,1,1.36,1720,,,,
323,L2,D14,1,1.36,1780,,,,
324,L2,D14,4,1.36,1780,,,,
325,L2,D14,2,1.36,1780,,,,
326,L2,D14,11,1.36,1780,,,,
327,L2,D14,5,1.36,1780,,,,
328,L2,D14,2,1.36,1780,,,,
329,L2,D14,1,1.36,1750,,,,
330,L2,D14,2,1.32,1500,,,,
331,L2,D14,9,1.32,1500,,,,
332,L2,D14,4,1.32,1500,,,,
333,L2,D14,2,1.32,1500,,,,
334,L2,D14,1,1.32,1530,,,,
335,L2,D14,2,1.32,1530,,,,
336,L2,D14,1,1.33,1620,,,,
337,L2,D14,2,1.46,2130,,,,
338,L2,D14,11,1.46,2130,,,,
339,L2,D14,6,1.46,2130,,,,
340,L2,D14,1,1.46,2130,,,,
341,L2,D14,1,1.46,2130,,,,
342,L2,D14,2,1.43,1590,,,,
343,L2,D14,7,1.43,1590,,,,
344,L2,D14,6,1.43,1590,,,,
345,L2,D14,5,1.43,1590,,,,
346,L2,D14,6,1.43,1590,,,,
347,L2,D14,3,1.47,2100,,,,
348,L2,D14,7,1.47,2100,,,,
349,L2,D14,5,1.47,2100,,,,
350,L2,D14,4,1.48,1680,,,,
351,L2,D14,3,1.48,1680,,,,
