Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
74,PORT A1,PORT B3,6,1.43,1590,,,,
75,PORT A1,PORT B3,5,1.43,1590,,,,
76,PORT A1,PORT B3,6,1.43,1590,,,,
77,PORT A1,PORT B3,3,1.47,2100,,,,
78,PORT A1,PORT B3,7,1.47,2100,,,,
79,PORT A1,PORT B3,5,1.47,2100,,,,
80,PORT A1,PORT B3,4,1.48,1680,,,,
81,PORT A1,PORT B3,3,1.48,1680,,,,
82,PORT A2,PORT B1,1,1.38,1600,,,,
83,PORT A2,PORT B1,1,1.31,1780,,,,
84,PORT A2,PORT B1,28,1.31,1840,,,,
85,PORT A2,PORT B1,4,1.31,1720,,,,
86,PORT A2,PORT B1,64,1.31,1840,,,,
87,PORT A2,PORT B1,700,1.43,1480,,,,
88,PORT A2,PORT B1,900,1.43,1480,,,,
89,PORT A2,PORT B1,1000,1.43,1480,,,,
90,PORT A2,PORT B1,9,1.57,2450,,,,
91,PORT A2,PORT B4,1,1.51,2090,,,,
92,PORT A2,PORT B4,5,1.48,2280,,,,
93,PORT A2,PORT B4,1,1.48,2050,,,,
94,PORT A2,PORT B4,82,1.95,2470,,,,
95,PORT A2,PORT B4,6,2.47,3600,,,,
96,PORT A2,PORT B4,9,2.47,3600,,,,
97,PORT A2,PORT B5,86,2.48,3600,,,,
98,PORT A2,PORT B2,6,1.48,1680,,,,
99,PORT A2,PORT B2,2,1.38,1980,,,,
100,PORT A2,PORT B2,8,1.38,1600,,,,
101,PORT A2,PORT B2,119,1.38,1590,,,,
102,PORT A2,PORT B2,51,1.38,1650,,,,
103,PORT A2,PORT B5,600,1.38,1640,,,,
104,PORT A2,PORT B5,29,1.36,1780,,,,
105,PORT A2,PORT B2,49,1.36,1780,,,,
106,PORT A2,PORT B4,1,1.36,1730,,,,
107,PORT A2,PORT B4,1,1.46,1980,,,,
108,PORT A2,PORT B2,2,1.46,2130,,,,
109,PORT A2,PORT B5,7,1.47,2100,,,,
