Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
62,L5,D2,2,1.31,1500,,,,
63,L5,D2,11,1.31,1500,,,,
64,L5,D2,2,1.35,1500,,,,
65,L5,D2,3,1.57,1500,,,,
66,L5,D2,2,1.51,1500,,,,
67,L5,D2,22,1.48,1500,,,,
68,L5,D2,1,1.73,1500,,,,
69,L5,D2,3,1.67,1500,,,,
70,L5,D2,3,1.67,1500,,,,
71,L5,D2,2,2.3,1500,,,,
72,L5,D2,2,2.3,1500,,,,
73,L5,D2,12,2.33,1500,,,,
74,L5,D2,2,1.18,1500,,,,
75,L5,D2,1,1.18,1500,,,,
76,L5,D2,4,1.22,1500,,,,
77,L5,D2,3,1.22,1500,,,,
78,L5,D2,1,1.22,1500,,,,
79,L5,D2,21,1.3,1500,,,,
80,L5,D2,1,1.38,1500,,,,
81,L5,D2,1,1.3,1500,,,,
82,L5,D2,2,1.3,1500,,,,
83,L5,D2,1,1.3,1500,,,,
84,L5,D2,11,1.38,1500,,,,
85,L5,D2,9,1.38,1500,,,,
86,L5,D2,2,1.38,1500,,,,
87,L5,D2,1,1.38,1500,,,,
88,L5,D2,7,1.38,1500,,,,
89,L5,D2,6,1.38,1500,,,,
90,L5,D2,2,1.38,1500,,,,
91,L5,D2,5,1.38,1500,,,,
92,L5,D2,10,1.38,1500,,,,
93,L5,D2,73,1.38,1500,,,,
94,L5,D2,1,1.38,1500,,,,
95,L5,D2,19,1.38,1500,,,,
96,L5,D2,19,1.38,1500,,,,
97,L5,D2,1,1.38,1500,,,,
98,L5,D2,2,1.36,1500,,,,
99,L5,D2,2,1.36,1500,,,,
100,L5,D2,3,1.36,1500,,,,
101,L5,D2,3,1.32,1500,,,,
102,L5,D2,4,1.32,1500,,,,
103,L5,D2,2,1.32,1500,,,,
104,L5,D2,8,1.33,1500,,,,
105,L5,D2,2,1.36,1500,,,,
106,L5,D2,1,1.36,1500,,,,
107,L5,D2,1,1.46,1500,,,,
108,L5,D2,1,1.46,1500,,,,
109,L5,D2,1,1.46,1500,,,,
110,L5,D2,1,1.46,1500,,,,
111,L5,D2,6,1.43,1500,,,,
112,L5,D2,1,1.43,1500,,,,
113,L5,D2,12,1.43,1500,,,,
114,L5,D2,1,1.44,1500,,,,
115,L5,D2,2,1.44,1500,,,,
116,L5,D2,1,1.47,1500,,,,
117,L5,D2,2,1.47,1500,,,,
118,L5,D2,8,1.47,1500,,,,
119,L5,D2,7,1.48,1500,,,,
120,L5,D2,4,1.22,1500,,,,
121,L5,D2,1,1.22,1500,,,,
122,L5,D2,1,1.38,1500,,,,
123,L5,D2,1,1.38,1500,,,,
124,L5,D2,4,1.3,1500,,,,
125,L5,D2,2,1.38,1500,,,,
126,L5,D2,2,1.38,1500,,,,
127,L5,D2,4,1.32,1500,,,,
128,L5,D2,8,1.33,1500,,,,
129,L5,D2,2,1.36,1500,,,,
130,L5,D2,1,1.45,1500,,,,
131,L5,D2,1,1.46,1500,,,,
132,L5,D2,2,1.46,1500,,,,
133,L5,D2,7,1.44,1500,,,,
134,L5,D2,6,1.48,1500,,,,
135,L5,D2,1,1.11,1500,,,,
136,L5,D2,2,1.18,1500,,,,
137,L5,D2,1,1.18,1500,,,,
138,L5,D2,21,1.22,1500,,,,
139,L5,D2,1,1.31,1500,,,,
140,L5,D2,17,1.31,1500,,,,
141,L5,D2,1,1.31,1500,,,,
142,L5,D2,8,1.38,1500,,,,
143,L5,D2,4,1.38,1500,,,,
144,L5,D2,1,1.38,1500,,,,
145,L5,D2,11,1.38,1500,,,,
146,L5,D2,11,1.38,1500,,,,
147,L5,D2,1,1.38,1500,,,,
148,L5,D2,2,1.38,1500,,,,
149,L5,D2,4,1.38,1500,,,,
150,L5,D2,11,1.38,1500,,,,
151,L5,D2,5,1.38,1500,,,,
152,L5,D2,11,1.38,1500,,,,
153,L5,D2,16,1.38,1500,,,,
154,L5,D2,4,1.38,1500,,,,
155,L5,D2,15,1.38,1500,,,,
156,L5,D2,6,1.38,1500,,,,
157,L5,D2,4,1.38,1500,,,,
158,L5,D2,41,1.38,1500,,,,
159,L5,D2,5,1.38,1500,,,,
160,L5,D2,30,1.38,1500,,,,
161,L5,D2,1,1.38,1500,,,,
162,L5,D2,6,1.38,1500,,,,
163,L5,D2,3,1.38,1500,,,,
164,L5,D2,18,1.38,1500,,,,
165,L5,D2,3,1.38,1500,,,,
166,L5,D2,5,1.38,1500,,,,
167,L5,D2,16,1.38,1500,,,,
168,L5,D2,6,1.38,1500,,,,
169,L5,D2,35,1.38,1500,,,,
170,L5,D2,1,1.38,1500,,,,
171,L5,D2,25,1.36,1500,,,,
172,L5,D2,4,1.36,1500,,,,
173,L5,D2,2,1.36,1500,,,,
174,L5,D2,5,1.36,1500,,,,
175,L5,D2,8,1.36,1500,,,,
176,L5,D2,3,1.32,1500,,,,
177,L5,D2,6,1.32,1500,,,,
178,L5,D2,2,1.32,1500,,,,
179,L5,D2,2,1.32,1500,,,,
180,L5,D2,3,1.33,1500,,,,
181,L5,D2,3,1.46,1500,,,,
182,L5,D2,8,1.46,1500,,,,
183,L5,D2,18,1.43,1500,,,,
184,L5,D2,6,1.43,1500,,,,
185,L5,D2,2,1.47,1500,,,,
186,L5,D2,6,1.47,1500,,,,
187,L5,D2,1,1.47,1500,,,,
188,L5,D2,1,1.47,1500,,,,
189,L5,D2,5,1.48,1500,,,,
190,L5,D2,16,1.48,1500,,,,
191,L5,D2,2,1.48,1500,,,,
192,L5,D2,1,1.48,1500,,,,
193,L5,D2,2,1.5,1500,,,,
194,L5,D2,3,1.61,1500,,,,
195,L5,D2,2,1.38,1500,,,,
196,L5,D2,1,1.3,1500,,,,
197,L5,D2,15,1.38,1500,,,,
198,L5,D2,23,1.38,1500,,,,
199,L5,D2,1,1.38,1500,,,,
200,L5,D2,2,1.38,1500,,,,
201,L5,D2,2,1.38,1500,,,,
202,L5,D2,1,1.32,1500,,,,
203,L5,D2,1,1.6,1500,,,,
204,L5,D3,1,1.22,1500,,,,
205,L5,D3,1,1.31,1500,,,,
206,L5,D3,6,1.37,1500,,,,
207,L5,D3,2,1.37,1500,,,,
208,L5,D3,2,1.38,1500,,,,
209,L5,D3,2,1.38,1500,,,,
210,L5,D3,1,1.38,1500,,,,
211,L5,D3,2,1.36,1500,,,,
212,L5,D3,2,1.36,1500,,,,
213,L5,D3,2,1.36,1500,,,,
214,L5,D3,1,1.36,1500,,,,
215,L5,D3,1,1.36,1500,,,,
216,L5,D3,7,1.45,1500,,,,
217,L5,D3,4,1.46,1500,,,,
218,L5,D3,13,1.43,1500,,,,
219,L5,D3,1,1.47,1500,,,,
220,L5,D3,7,1.48,1500,,,,
221,L5,D3,12,1.36,1500,,,,
222,L5,D3,3,1.36,1500,,,,
223,L5,D3,12,1.36,1500,,,,
224,L5,D3,2,1.46,1500,,,,
225,L5,D3,16,1.46,1500,,,,
226,L5,D3,2,1.46,1500,,,,
227,L5,D3,27,1.46,1500,,,,
228,L5,D3,1,1.46,1500,,,,
229,L5,D3,8,1.46,1500,,,,
230,L5,D3,3,1.47,1500,,,,
231,L5,D3,1,1.47,1500,,,,
232,L5,D3,1,1.57,1500,,,,
233,L5,D3,7,1.57,1500,,,,
234,L5,D3,3,1.57,1500,,,,
235,L5,D3,1,1.48,1500,,,,
236,L5,D3,8,1.58,1500,,,,
237,L5,D3,2,1.58,1500,,,,
238,L5,D3,1,1.58,1500,,,,
239,L5,D3,1,1.58,1500,,,,
240,L5,D3,2,1.61,1500,,,,
241,L5,D3,1,1.6,1500,,,,
242,L5,D3,2,1.22,1500,,,,
243,L5,D3,1,1.31,1500,,,,
244,L5,D3,5,1.31,1500,,,,
245,L5,D3,3,1.31,1500,,,,
246,L5,D3,4,1.31,1500,,,,
247,L5,D3,1,1.31,1500,,,,
248,L5,D3,1,1.31,1500,,,,
249,L5,D3,2,1.38,1500,,,,
250,L5,D3,15,1.38,1500,,,,
251,L5,D3,1,1.38,1500,,,,
252,L5,D3,7,1.38,1500,,,,
253,L5,D3,8,1.38,1500,,,,
254,L5,D3,1,1.38,1500,,,,
255,L5,D3,5,1.38,1500,,,,
256,L5,D3,1,1.38,1500,,,,
257,L5,D3,11,1.38,1500,,,,
258,L5,D3,14,1.38,1500,,,,
259,L5,D3,20,1.38,1500,,,,
260,L5,D3,1,1.38,1500,,,,
261,L5,D3,2,1.38,1500,,,,
262,L5,D3,12,1.38,1500,,,,
263,L5,D3,1,1.38,1500,,,,
264,L5,D3,3,1.38,1500,,,,
265,L5,D3,3,1.38,1500,,,,
266,L5,D3,11,1.38,1500,,,,
267,L5,D3,38,1.38,1500,,,,
268,L5,D3,6,1.38,1500,,,,
269,L5,D3,1,1.38,1500,,,,
270,L5,D3,1,1.36,1500,,,,
271,L5,D3,1,1.36,1500,,,,
272,L5,D3,4,1.36,1500,,,,
273,L5,D3,2,1.36,1500,,,,
274,L5,D3,11,1.36,1500,,,,
275,L5,D3,5,1.36,1500,,,,
276,L5,D3,2,1.36,1500,,,,
277,L5,D3,1,1.36,1500,,,,
278,L5,D3,2,1.32,1500,,,,
279,L5,D3,9,1.32,1500,,,,
280,L5,D3,4,1.32,1500,,,,
281,L5,D3,2,1.32,1500,,,,
282,L5,D3,1,1.32,1500,,,,
283,L5,D3,2,1.32,1500,,,,
284,L5,D3,1,1.33,1500,,,,
285,L5,D3,2,1.46,1500,,,,
286,L5,D3,11,1.46,1500,,,,
287,L5,D3,6,1.46,1500,,,,
288,L5,D3,1,1.46,1500,,,,
289,L5,D3,1,1.46,1500,,,,
290,L5,D3,2,1.43,1500,,,,
291,L5,D3,7,1.43,1500,,,,
292,L5,D3,6,1.43,1500,,,,
293,L5,D3,5,1.43,1500,,,,
294,L5,D3,6,1.43,1500,,,,
295,L5,D3,3,1.47,1500,,,,
296,L5,D3,7,1.47,1500,,,,
297,L5,D3,5,1.47,1500,,,,
298,L5,D3,4,1.48,1500,,,,
299,L5,D3,3,1.48,1500,,,,
300,L1,D1,9,1.57,1500,,,,
301,L1,D1,1,1.51,1500,,,,
302,L1,D1,82,1.95,1500,,,,
303,L1,D1,85,1.95,1500,,,,
304,L1,D1,86,2.48,1500,,,,
305,L1,D1,119,1.38,1500,,,,
306,L1,D3,191,0.98,1500,,,,
307,L2,D1,128,1.38,1500,,,,
308,L2,D1,105,1.31,1500,,,,
309,L2,D1,56,1.38,1500,,,,
310,L2,D2,34,1.38,1500,,,,
311,L2,D2,27,1.38,1500,,,,
312,L3,D1,141,1.95,1500,,,,
313,L3,D1,6,1.18,1500,,,,
314,L3,D1,96,1.31,1500,,,,
315,L3,D1,52,1.31,1500,,,,
316,L3,D1,10,1.32,1500,,,,
317,L3,D1,52,1.36,1500,,,,
318,L3,D1,50,1.36,1500,,,,
319,L3,D1,16,1.48,1500,,,,
320,L3,D2,3,1.31,1500,,,,
321,L3,D2,69,1.48,1500,,,,
322,L3,D2,22,1.38,1500,,,,
323,L3,D2,20,1.31,1500,,,,
324,L3,D2,43,1.38,1500,,,,
325,L3,D2,42,1.43,1500,,,,
326,L3,D3,73,1.38,1500,,,,
327,L3,D3,32,0.9,1500,,,,
328,L3,D3,84,1.47,1500,,,,
329,L3,D3,12,1.38,1500,,,,
330,L6,D1,23,1.67,1500,,,,
331,L6,D1,40,1.67,1500,,,,
332,L6,D3,510,1.04,1500,,,,
333,L7,D1,29,1.36,1500,,,,
334,L7,D1,49,1.36,1500,,,,
335,L7,D1,25,1.38,1500,,,,
336,L7,D1,15,1.33,1500,,,,
337,L7,D2,13,1.36,1500,,,,
338,L7,D2,11,1.46,1500,,,,
339,L7,D3,16,1.38,1500,,,,
340,L7,D3,18,1.38,1500,,,,
341,L8,D1,203,1.95,1500,,,,
342,L8,D1,86,1.38,1500,,,,
343,L8,D2,11,1.31,1500,,,,
344,L8,D2,39,1.31,1500,,,,
345,L8,D2,22,1.32,1500,,,,
346,L8,D2,20,1.31,1500,,,,
347,L8,D2,16,1.38,1500,,,,
348,L8,D2,34,1.38,1500,,,,
349,L8,D2,13,1.32,1500,,,,
350,L8,D2,36,1.32,1500,,,,
351,L8,D2,13,1.43,1500,,,,
