Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
75,PORT A1,PORT B3,2,1.38,1590,,,,
76,PORT A1,PORT B3,18,1.38,1650,,,,
77,PORT A1,PORT B3,12,1.38,1640,,,,
78,PORT A1,PORT B3,1,1.38,1650,,,,
79,PORT A1,PORT B3,3,1.38,1600,,,,
80,PORT A1,PORT B3,3,1.38,1590,,,,
81,PORT A1,PORT B3,12,1.38,1650,,,,
82,PORT A1,PORT B3,11,1.38,1640,,,,
83,PORT A1,PORT B3,38,1.38,1480,,,,
84,PORT A1,PORT B3,6,1.38,1570,,,,
85,PORT A1,PORT B3,1,1.38,1570,,,,
86,PORT A1,PORT B3,1,1.36,1720,,,,
87,PORT A1,PORT B3,1,1.36,1780,,,,
88,PORT A1,PORT B3,4,1.36,1780,,,,
89,PORT A1,PORT B3,2,1.36,1780,,,,
90,PORT A1,PORT B3,11,1.36,1780,,,,
91,PORT A1,PORT B3,5,1.36,1780,,,,
92,PORT A1,PORT B3,2,1.36,1780,,,,
93,PORT A1,PORT B3,1,1.36,1750,,,,
94,PORT A1,PORT B3,2,1.32,1500,,,,
95,PORT A1,PORT B3,9,1.32,1500,,,,
96,PORT A1,PORT B3,4,1.32,1500,,,,
97,PORT A1,PORT B3,2,1.32,1500,,,,
98,PORT A1,PORT B3,1,1.32,1530,,,,
99,PORT A1,PORT B3,2,1.32,1530,,,,
100,PORT A1,PORT B3,1,1.33,1620,,,,
101,PORT A1,PORT B3,2,1.46,2130,,,,
102,PORT A1,PORT B3,11,1.46,2130,,,,
103,PORT A1,PORT B3,6,1.46,2130,,,,
104,PORT A1,PORT B3,1,1.46,2130,,,,
105,PORT A1,PORT B3,1,1.46,2130,,,,
106,PORT A1,PORT B3,2,1.43,1590,,,,
107,PORT A1,PORT B3,7,1.43,1590,,,,
108,PORT A1,PORT B3,6,1.43,1590,,,,
109,PORT A1,PORT B3,5,1.43,1590,,,,
110,PORT A1,PORT B3,6,1.43,1590,,,,
111,PORT A1,PORT B3,3,1.47,2100,,,,
112,PORT A1,PORT B3,7,1.47,2100,,,,
113,PORT A1,PORT B3,5,1.47,2100,,,,
114,PORT A1,PORT B3,4,1.48,1680,,,,
115,PORT A1,PORT B3,3,1.48,1680,,,,
116,PORT A2,PORT B1,1,1.38,1600,,,,
117,PORT A2,PORT B1,1,1.31,1780,,,,
118,PORT A2,PORT B1,28,1.31,1840,,,,
119,PORT A2,PORT B1,4,1.31,1720,,,,
120,PORT A2,PORT B1,64,1.31,1840,,,,
121,PORT A2,PORT B1,30,1.43,1480,,,,
122,PORT A2,PORT B1,30,1.43,1480,,,,
123,PORT A2,PORT B1,30,1.43,1480,,,,
124,PORT A2,PORT B1,30,1.43,1480,,,,
125,PORT A2,PORT B1,30,1.43,1480,,,,
126,PORT A2,PORT B1,30,1.43,1480,,,,
127,PORT A2,PORT B1,30,1.43,1480,,,,
128,PORT A2,PORT B1,30,1.43,1480,,,,
129,PORT A2,PORT B1,30,1.43,1480,,,,
130,PORT A2,PORT B1,30,1.43,1480,,,,
131,PORT A2,PORT B1,30,1.43,1480,,,,
132,PORT A2,PORT B1,30,1.43,1480,,,,
133,PORT A2,PORT B1,30,1.43,1480,,,,
134,PORT A2,PORT B1,30,1.43,1480,,,,
135,PORT A2,PORT B1,30,1.43,1480,,,,
136,PORT A2,PORT B1,30,1.43,1480,,,,
137,PORT A2,PORT B1,30,1.43,1480,,,,
138,PORT A2,PORT B1,30,1.43,1480,,,,
139,PORT A2,PORT B1,30,1.43,1480,,,,
140,PORT A2,PORT B1,30,1.43,1480,,,,
141,PORT A2,PORT B1,30,1.43,1480,,,,
142,PORT A2,PORT B1,30,1.43,1480,,,,
143,PORT A2,PORT B1,30,1.43,1480,,,,
144,PORT A2,PORT B1,30,1.43,1480,,,,
145,PORT A2,PORT B1,30,1.43,1480,,,,
146,PORT A2,PORT B1,30,1.43,1480,,,,
147,PORT A2,PORT B1,30,1.43,1480,,,,
148,PORT A2,PORT B1,30,1.43,1480,,,,
149,PORT A2,PORT B1,30,1.43,1480,,,,
150,PORT A2,PORT B1,30,1.43,1480,,,,
151,PORT A2,PORT B1,50,1.43,1480,,,,
152,PORT A2,PORT B1,50,1.43,1480,,,,
153,PORT A2,PORT B1,50,1.43,1480,,,,
154,PORT A2,PORT B1,50,1.43,1480,,,,
155,PORT A2,PORT B1,50,1.43,1480,,,,
156,PORT A2,PORT B1,50,1.43,1480,,,,
157,PORT A2,PORT B1,50,1.43,1480,,,,
158,PORT A2,PORT B1,50,1.43,1480,,,,
159,PORT A2,PORT B1,50,1.43,1480,,,,
160,PORT A2,PORT B1,50,1.43,1480,,,,
161,PORT A2,PORT B1,50,1.43,1480,,,,
162,PORT A2,PORT B1,50,1.43,1480,,,,
163,PORT A2,PORT B1,50,1.43,1480,,,,
164,PORT A2,PORT B1,50,1.43,1480,,,,
165,PORT A2,PORT B1,50,1.43,1480,,,,
166,PORT A2,PORT B1,50,1.43,1480,,,,
167,PORT A2,PORT B1,50,1.43,1480,,,,
168,PORT A2,PORT B1,50,1.43,1480,,,,
169,PORT A2,PORT B1,50,1.43,1480,,,,
170,PORT A2,PORT B1,50,1.43,1480,,,,
171,PORT A2,PORT B1,20,1.43,1480,,,,
172,PORT A2,PORT B1,20,1.43,1480,,,,
173,PORT A2,PORT B1,20,1.43,1480,,,,
174,PORT A2,PORT B1,20,1.43,1480,,,,
175,PORT A2,PORT B1,20,1.43,1480,,,,
176,PORT A2,PORT B1,20,1.43,1480,,,,
177,PORT A2,PORT B1,20,1.43,1480,,,,
178,PORT A2,PORT B1,20,1.43,1480,,,,
179,PORT A2,PORT B1,20,1.43,1480,,,,
180,PORT A2,PORT B1,20,1.43,1480,,,,
181,PORT A2,PORT B1,20,1.43,1480,,,,
182,PORT A2,PORT B1,20,1.43,1480,,,,
183,PORT A2,PORT B1,20,1.43,1480,,,,
184,PORT A2,PORT B1,20,1.43,1480,,,,
185,PORT A2,PORT B1,20,1.43,1480,,,,
186,PORT A2,PORT B1,20,1.43,1480,,,,
187,PORT A2,PORT B1,20,1.43,1480,,,,
188,PORT A2,PORT B1,20,1.43,1480,,,,
189,PORT A2,PORT B1,20,1.43,1480,,,,
190,PORT A2,PORT B1,20,1.43,1480,,,,
191,PORT A2,PORT B1,20,1.43,1480,,,,
192,PORT A2,PORT B1,20,1.43,1480,,,,
193,PORT A2,PORT B1,20,1.43,1480,,,,
194,PORT A2,PORT B1,20,1.43,1480,,,,
195,PORT A2,PORT B1,20,1.43,1480,,,,
196,PORT A2,PORT B1,20,1.43,1480,,,,
197,PORT A2,PORT B1,20,1.43,1480,,,,
198,PORT A2,PORT B1,20,1.43,1480,,,,
199,PORT A2,PORT B1,20,1.43,1480,,,,
200,PORT A2,PORT B1,20,1.43,1480,,,,
201,PORT A2,PORT B1,20,1.43,1480,,,,
202,PORT A2,PORT B1,20,1.43,1480,,,,
203,PORT A2,PORT B1,20,1.43,1480,,,,
204,PORT A2,PORT B1,20,1.43,1480,,,,
205,PORT A2,PORT B1,20,1.43,1480,,,,
206,PORT A2,PORT B1,9,1.57,2450,,,,
207,PORT A2,PORT B1,1,1.51,2090,,,,
208,PORT A2,PORT B1,5,1.48,2280,,,,
209,PORT A2,PORT B1,1,1.48,2050,,,,
210,PORT A2,PORT B1,82,1.95,2470,,,,
211,PORT A2,PORT B1,6,2.47,3600,,,,
212,PORT A2,PORT B1,9,2.47,3600,,,,
213,PORT A2,PORT B1,86,2.48,3600,,,,
214,PORT A2,PORT B2,6,1.48,1680,,,,
215,PORT A2,PORT B2,2,1.38,1980,,,,
216,PORT A2,PORT B2,8,1.38,1600,,,,
217,PORT A2,PORT B2,119,1.38,1590,,,,
218,PORT A2,PORT B2,51,1.38,1650,,,,
219,PORT A2,PORT B2,20,1.38,1640,,,,
220,PORT A2,PORT B2,20,1.38,1640,,,,
221,PORT A2,PORT B2,20,1.38,1640,,,,
222,PORT A2,PORT B2,20,1.38,1640,,,,
223,PORT A2,PORT B2,20,1.38,1640,,,,
224,PORT A2,PORT B2,20,1.38,1640,,,,
225,PORT A2,PORT B2,20,1.38,1640,,,,
226,PORT A2,PORT B2,20,1.38,1640,,,,
227,PORT A2,PORT B2,20,1.38,1640,,,,
228,PORT A2,PORT B2,20,1.38,1640,,,,
229,PORT A2,PORT B2,20,1.38,1640,,,,
230,PORT A2,PORT B2,20,1.38,1640,,,,
231,PORT A2,PORT B2,20,1.38,1640,,,,
232,PORT A2,PORT B2,20,1.38,1640,,,,
233,PORT A2,PORT B2,20,1.38,1640,,,,
234,PORT A2,PORT B2,20,1.38,1640,,,,
235,PORT A2,PORT B2,20,1.38,1640,,,,
236,PORT A2,PORT B2,20,1.38,1640,,,,
237,PORT A2,PORT B2,20,1.38,1640,,,,
238,PORT A2,PORT B2,20,1.38,1640,,,,
239,PORT A2,PORT B2,20,1.38,1640,,,,
240,PORT A2,PORT B2,20,1.38,1640,,,,
241,PORT A2,PORT B2,20,1.38,1640,,,,
242,PORT A2,PORT B2,20,1.38,1640,,,,
243,PORT A2,PORT B2,20,1.38,1640,,,,
244,PORT A2,PORT B2,20,1.38,1640,,,,
245,PORT A2,PORT B2,20,1.38,1640,,,,
246,PORT A2,PORT B2,20,1.38,1640,,,,
247,PORT A2,PORT B2,20,1.38,1640,,,,
248,PORT A2,PORT B2,20,1.38,1640,,,,
249,PORT A2,PORT B2,29,1.36,1780,,,,
250,PORT A2,PORT B2,49,1.36,1780,,,,
251,PORT A2,PORT B2,1,1.36,1730,,,,
252,PORT A2,PORT B2,1,1.46,1980,,,,
253,PORT A2,PORT B2,2,1.46,2130,,,,
254,PORT A2,PORT B2,7,1.47,2100,,,,
