Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
79,NME,ZHZ,2,2.34,3450,,,,
80,NME,LIV,12,1.38,1550,,,,
81,NME,LIV,2,1.31,1830,,,,
82,NME,LIV,3,1.31,1710,,,,
83,NME,LIV,11,1.31,1790,,,,
84,NME,LIV,2,1.35,2190,,,,
85,NME,LIV,3,1.57,2620,,,,
86,NME,LIV,2,1.51,2150,,,,
87,NME,LIV,22,1.48,2280,,,,
88,NME,LIV,69,1.48,2140,,,,
89,NME,LIV,1,1.73,2140,,,,
90,NME,LIV,3,1.67,2030,,,,
91,NME,LIV,3,1.67,2020,,,,
92,NME,LIV,2,2.3,3390,,,,
93,NME,LIV,2,2.3,3320,,,,
94,NME,LIV,12,2.33,3450,,,,
95,NME,LIV,2,1.18,1220,,,,
96,NME,LIV,1,1.18,1240,,,,
97,NME,LIV,4,1.22,1410,,,,
98,NME,LIV,3,1.22,1410,,,,
99,NME,LIV,1,1.22,1410,,,,
100,NME,LIV,21,1.3,1780,,,,
101,NME,LIV,11,1.31,1540,,,,
102,NME,LIV,39,1.31,1540,,,,
103,NME,LIV,1,1.38,1990,,,,
104,NME,LIV,1,1.3,1370,,,,
105,NME,LIV,2,1.3,1370,,,,
106,NME,LIV,1,1.3,1370,,,,
107,NME,LIV,11,1.38,1600,,,,
108,NME,LIV,22,1.38,1590,,,,
109,NME,LIV,9,1.38,1650,,,,
110,NME,LIV,2,1.38,1640,,,,
111,NME,LIV,1,1.38,1500,,,,
112,NME,LIV,7,1.38,1480,,,,
113,NME,LIV,6,1.38,1590,,,,
114,NME,LIV,2,1.38,1590,,,,
115,NME,LIV,5,1.38,1650,,,,
116,NME,LIV,10,1.38,1640,,,,
117,NME,LIV,73,1.38,1590,,,,
118,NME,LIV,1,1.38,1590,,,,
119,NME,LIV,19,1.38,1650,,,,
120,NME,LIV,19,1.38,1640,,,,
121,NME,LIV,1,1.38,1450,,,,
122,NME,LIV,2,1.36,1780,,,,
123,NME,LIV,2,1.36,1780,,,,
124,NME,LIV,3,1.36,1720,,,,
125,NME,LIV,13,1.36,1780,,,,
126,NME,LIV,3,1.32,1500,,,,
127,NME,LIV,22,1.32,1500,,,,
128,NME,LIV,4,1.32,1500,,,,
129,NME,LIV,2,1.32,1530,,,,
130,NME,LIV,8,1.33,1620,,,,
131,NME,LIV,2,1.36,1730,,,,
132,NME,LIV,1,1.36,1730,,,,
133,NME,LIV,1,1.46,2130,,,,
134,NME,LIV,1,1.46,2130,,,,
135,NME,LIV,1,1.46,2130,,,,
136,NME,LIV,1,1.46,2130,,,,
137,NME,LIV,11,1.46,2130,,,,
138,NME,LIV,6,1.43,1590,,,,
139,NME,LIV,1,1.43,1590,,,,
140,NME,LIV,12,1.43,1590,,,,
141,NME,LIV,1,1.44,1850,,,,
142,NME,LIV,2,1.44,1850,,,,
143,NME,LIV,1,1.47,2100,,,,
144,NME,ZHZ,2,1.47,1960,,,,
145,NME,ZHZ,8,1.47,2100,,,,
146,NME,ZHZ,7,1.48,1680,,,,
147,NME,ZHZ,4,1.22,1410,,,,
148,NME,ZHZ,1,1.22,1370,,,,
149,NME,ZHZ,20,1.31,1540,,,,
150,NME,ZHZ,20,1.31,1600,,,,
151,NME,ZHZ,1,1.38,1980,,,,
152,NME,ZHZ,1,1.38,1990,,,,
153,NME,ZHZ,4,1.3,1370,,,,
154,NME,ZHZ,2,1.38,1600,,,,
155,NME,ZHZ,43,1.38,1590,,,,
156,NME,ZHZ,2,1.38,1590,,,,
157,NME,ZHZ,16,1.38,1650,,,,
158,NME,ZHZ,34,1.38,1640,,,,
159,NME,ZHZ,13,1.32,1500,,,,
160,NME,ZHZ,36,1.32,1500,,,,
161,NME,ZHZ,4,1.32,1530,,,,
162,NME,ZHZ,8,1.33,1620,,,,
163,NME,ZHZ,2,1.36,1730,,,,
164,NME,ZHZ,1,1.45,2130,,,,
165,NME,ZHZ,1,1.46,2130,,,,
166,NME,ZHZ,2,1.46,2130,,,,
167,NME,ZHZ,13,1.43,1590,,,,
168,NME,ZHZ,7,1.44,1850,,,,
169,NME,ZHZ,6,1.48,1680,,,,
170,NME,ZHZ,1,1.11,1930,,,,
171,NME,ZHZ,2,1.18,1240,,,,
172,NME,ZHZ,1,1.18,1220,,,,
173,NME,ZHZ,21,1.22,1410,,,,
174,NME,ZHZ,1,1.31,1540,,,,
175,NME,ZHZ,17,1.31,1460,,,,
176,NME,ZHZ,1,1.31,1540,,,,
177,NME,ZHZ,8,1.38,1600,,,,
178,NME,ZHZ,4,1.38,1590,,,,
179,NME,ZHZ,1,1.38,1590,,,,
180,NME,ZHZ,11,1.38,1650,,,,
181,NME,ZHZ,11,1.38,1640,,,,
182,NME,ZHZ,1,1.38,1450,,,,
183,NME,ZHZ,2,1.38,1480,,,,
184,NME,ZHZ,4,1.38,1570,,,,
185,NME,ZHZ,11,1.38,1590,,,,
186,NME,ZHZ,5,1.38,1590,,,,
187,NME,ZHZ,11,1.38,1650,,,,
188,NME,ZHZ,16,1.38,1640,,,,
189,NME,ZHZ,4,1.38,1650,,,,
190,NME,ZHZ,15,1.38,1450,,,,
191,NME,ZHZ,6,1.38,1450,,,,
192,NME,ZHZ,34,1.38,1480,,,,
193,NME,ZHZ,4,1.38,1480,,,,
194,NME,ZHZ,41,1.38,1510,,,,
195,NME,ZHZ,5,1.38,1570,,,,
196,NME,ZHZ,30,1.38,1570,,,,
197,NME,ZHZ,1,1.38,1600,,,,
198,NME,ZHZ,6,1.38,1590,,,,
199,NME,ZHZ,3,1.38,1650,,,,
200,NME,ZHZ,18,1.38,1640,,,,
201,NME,ZHZ,3,1.38,1650,,,,
202,NME,ZHZ,5,1.38,1640,,,,
203,NME,ZHZ,27,1.38,1480,,,,
204,NME,ZHZ,16,1.38,1480,,,,
205,NME,ZHZ,6,1.38,1570,,,,
206,NME,ZHZ,35,1.38,1570,,,,
207,NME,ZHZ,1,1.38,1520,,,,
208,NME,ZHZ,25,1.36,1730,,,,
209,NME,ZHZ,4,1.36,1780,,,,
210,NME,ZHZ,2,1.36,1780,,,,
211,NME,ZHZ,5,1.36,1780,,,,
212,NME,ZHZ,8,1.36,1680,,,,
213,NME,ZHZ,3,1.32,1500,,,,
214,NME,ZHZ,6,1.32,1500,,,,
215,NME,ZHZ,2,1.32,1530,,,,
216,NME,ZHZ,2,1.32,1530,,,,
217,NME,ZHZ,3,1.33,1620,,,,
218,NME,ZHZ,3,1.46,2130,,,,
219,NME,ZHZ,8,1.46,2130,,,,
220,NME,ZHZ,18,1.43,1590,,,,
221,NME,ZHZ,42,1.43,1590,,,,
222,NME,ZHZ,6,1.43,1590,,,,
223,NME,ZHZ,2,1.47,2100,,,,
224,NME,ZHZ,6,1.47,1960,,,,
225,NME,ZHZ,1,1.47,1960,,,,
226,NME,ZHZ,1,1.47,2100,,,,
227,NME,ZHZ,5,1.48,1680,,,,
228,NME,ZHZ,16,1.48,1680,,,,
229,NME,ZHZ,2,1.48,1680,,,,
230,NME,ZHZ,1,1.48,1600,,,,
231,NME,ZHZ,2,1.5,2190,,,,
232,NME,ZHZ,3,1.61,2510,,,,
233,NME,ZHZ,2,1.38,1990,,,,
234,NME,ZHZ,1,1.3,1370,,,,
235,NME,ZHZ,15,1.38,1650,,,,
236,NME,ZHZ,23,1.38,1640,,,,
237,NME,ZHZ,1,1.38,1570,,,,
238,NME,ZHZ,2,1.38,1650,,,,
239,NME,ZHZ,2,1.38,1640,,,,
240,NME,ZHZ,1,1.32,1500,,,,
241,NME,ZHZ,1,1.6,2260,,,,
242,NME,ZHZ,1,1.22,1410,,,,
243,NME,ZHZ,1,1.31,1540,,,,
244,NME,ZHZ,6,1.37,1960,,,,
245,NME,ZHZ,2,1.37,1990,,,,
246,NME,ZHZ,73,1.38,1590,,,,
247,NME,ZHZ,2,1.38,1640,,,,
248,NME,ZHZ,2,1.38,1590,,,,
249,NME,ZHZ,1,1.38,1450,,,,
250,NME,ZHZ,2,1.36,1720,,,,
251,NME,ZHZ,2,1.36,1780,,,,
252,NME,ZHZ,2,1.36,1720,,,,
253,NME,ZHZ,1,1.36,1780,,,,
254,NME,ZHZ,1,1.36,1780,,,,
255,NME,ZHZ,7,1.45,2130,,,,
256,NME,ZHZ,4,1.46,2130,,,,
257,NME,ZHZ,13,1.43,1590,,,,
258,NME,ZHZ,1,1.47,2100,,,,
259,NME,ZHZ,7,1.48,1680,,,,
260,NME,ALY,12,1.36,1730,,,,
261,NME,ALY,3,1.36,1630,,,,
262,NME,ALY,12,1.36,1680,,,,
263,NME,ALY,2,1.46,2150,,,,
264,NME,ALY,16,1.46,2150,,,,
265,NME,ALY,2,1.46,2070,,,,
266,NME,ALY,27,1.46,2070,,,,
267,NME,ALY,1,1.46,2040,,,,
268,NME,ALY,8,1.46,2030,,,,
269,NME,ALY,3,1.47,1880,,,,
270,NME,ALY,84,1.47,1960,,,,
271,NME,ALY,1,1.47,1960,,,,
272,NME,ALY,1,1.57,2510,,,,
273,NME,ALY,7,1.57,2510,,,,
274,NME,ALY,3,1.57,2510,,,,
275,NME,ALY,1,1.48,1600,,,,
276,NME,ALY,8,1.58,2510,,,,
277,NME,ALY,2,1.58,2510,,,,
278,NME,ALY,1,1.58,2510,,,,
279,NME,ALY,1,1.58,2510,,,,
280,NME,ALY,2,1.61,2510,,,,
281,NME,ALY,1,1.6,2240,,,,
282,NME,ALY,2,1.22,1410,,,,
283,NME,ALY,1,1.31,1540,,,,
284,NME,ALY,5,1.31,1540,,,,
285,NME,ALY,3,1.31,1600,,,,
286,NME,ALY,4,1.31,1540,,,,
287,NME,ALY,1,1.31,1600,,,,
288,NME,ALY,1,1.31,1500,,,,
289,NME,ALY,2,1.38,1600,,,,
290,NME,ALY,15,1.38,1590,,,,
291,NME,ALY,1,1.38,1650,,,,
292,NME,ALY,7,1.38,1640,,,,
293,NME,ALY,8,1.38,1450,,,,
294,NME,ALY,1,1.38,1480,,,,
295,NME,ALY,5,1.38,1590,,,,
296,NME,ALY,1,1.38,1650,,,,
297,NME,ALY,11,1.38,1640,,,,
298,NME,ALY,14,1.38,1480,,,,
299,NME,ALY,16,1.38,1650,,,,
300,NME,ALY,20,1.38,1640,,,,
301,NME,ALY,1,1.38,1600,,,,
302,NME,ALY,2,1.38,1590,,,,
303,NME,ALY,18,1.38,1650,,,,
304,NME,ALY,12,1.38,1640,,,,
305,NME,ALY,1,1.38,1650,,,,
306,NME,ALY,3,1.38,1600,,,,
307,NME,ALY,3,1.38,1590,,,,
308,NME,ALY,12,1.38,1650,,,,
309,NME,ALY,11,1.38,1640,,,,
310,NME,ALY,38,1.38,1480,,,,
311,NME,ALY,6,1.38,1570,,,,
312,NME,ALY,1,1.38,1570,,,,
313,NME,ALY,1,1.36,1720,,,,
314,NME,ALY,1,1.36,1780,,,,
315,NME,ALY,4,1.36,1780,,,,
316,NME,ALY,2,1.36,1780,,,,
317,NME,ALY,11,1.36,1780,,,,
318,NME,ALY,5,1.36,1780,,,,
319,NME,ALY,2,1.36,1780,,,,
320,NME,ALY,1,1.36,1750,,,,
321,NME,ALY,2,1.32,1500,,,,
322,NME,ALY,9,1.32,1500,,,,
323,NME,ALY,4,1.32,1500,,,,
324,NME,ALY,2,1.32,1500,,,,
325,NME,ALY,1,1.32,1530,,,,
326,NME,ALY,2,1.32,1530,,,,
327,NME,ALY,1,1.33,1620,,,,
328,NME,ALY,2,1.46,2130,,,,
329,NME,ALY,11,1.46,2130,,,,
330,NME,ALY,6,1.46,2130,,,,
331,NME,ALY,1,1.46,2130,,,,
332,NME,ALY,1,1.46,2130,,,,
333,NME,ALY,2,1.43,1590,,,,
334,NME,ALY,7,1.43,1590,,,,
335,NME,ALY,6,1.43,1590,,,,
336,NME,ALY,5,1.43,1590,,,,
337,NME,ALY,6,1.43,1590,,,,
338,NME,ALY,3,1.47,2100,,,,
339,NME,ALY,7,1.47,2100,,,,
340,NME,ALY,5,1.47,2100,,,,
341,NME,ALY,4,1.48,1680,,,,
342,NME,ALY,3,1.48,1680,,,,
343,OMZ,LIV,47,0.9,1110,,,,
344,OMZ,LIV,158,0.98,885,,,,
345,OMZ,LIV,162,1.04,920,,,,
346,OMZ,ZHZ,32,0.9,1110,,,,
347,OMZ,ZHZ,30,0.9,1110,,,,
348,OMZ,ZHZ,191,0.98,885,,,,
349,OMZ,ZHZ,52,0.98,885,,,,
350,OMZ,ZHZ,510,1.04,920,,,,
351,OMZ,ZHZ,76,1.04,920,,,,
