Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
67,L5,D1,37,1.38,1590,,,,
68,L5,D1,56,1.38,1660,,,,
69,L5,D1,86,1.38,1640,,,,
70,L5,D1,52,1.36,1780,,,,
71,L5,D1,50,1.36,1780,,,,
72,L5,D1,54,1.32,1500,,,,
73,L5,D1,12,1.32,1530,,,,
74,L5,D1,15,1.33,1620,,,,
75,L5,D1,4,1.36,1730,,,,
76,L5,D1,2,1.47,1980,,,,
77,L5,D1,1,1.46,2130,,,,
78,L5,D1,2,1.46,2130,,,,
79,L5,D1,4,1.43,1590,,,,
80,L5,D1,22,1.47,2100,,,,
81,L5,D1,16,1.48,1680,,,,
82,L5,D1,4,1.5,2190,,,,
83,L5,D1,1,1.38,1620,,,,
84,L5,D1,1,1.31,1760,,,,
85,L5,D1,6,1.31,1830,,,,
86,L5,D1,1,1.46,2150,,,,
87,L5,D1,4,1.67,2030,,,,
88,L5,D1,2,2.34,3450,,,,
89,L2,D2,12,1.38,1550,,,,
90,L2,D2,2,1.31,1830,,,,
91,L2,D2,3,1.31,1710,,,,
92,L2,D2,11,1.31,1790,,,,
93,L2,D2,2,1.35,2190,,,,
94,L2,D2,3,1.57,2620,,,,
95,L2,D2,2,1.51,2150,,,,
96,L2,D2,22,1.48,2280,,,,
97,L2,D2,69,1.48,2140,,,,
98,L2,D2,1,1.73,2140,,,,
99,L2,D2,3,1.67,2030,,,,
100,L2,D2,3,1.67,2020,,,,
101,L2,D2,2,2.3,3390,,,,
102,L2,D2,2,2.3,3320,,,,
103,L2,D2,12,2.33,3450,,,,
104,L2,D2,2,1.18,1220,,,,
105,L2,D2,1,1.18,1240,,,,
106,L2,D2,4,1.22,1410,,,,
107,L2,D2,3,1.22,1410,,,,
108,L2,D2,1,1.22,1410,,,,
109,L2,D2,21,1.3,1780,,,,
110,L2,D2,11,1.31,1540,,,,
111,L2,D2,39,1.31,1540,,,,
112,L2,D2,1,1.38,1990,,,,
113,L2,D2,1,1.3,1370,,,,
114,L2,D2,2,1.3,1370,,,,
115,L2,D2,1,1.3,1370,,,,
116,L2,D2,11,1.38,1600,,,,
117,L2,D2,22,1.38,1590,,,,
118,L2,D2,9,1.38,1650,,,,
119,L2,D2,2,1.38,1640,,,,
120,L2,D2,1,1.38,1500,,,,
121,L2,D2,7,1.38,1480,,,,
122,L2,D2,6,1.38,1590,,,,
123,L2,D2,2,1.38,1590,,,,
124,L2,D2,5,1.38,1650,,,,
125,L2,D2,10,1.38,1640,,,,
126,L3,D2,73,1.38,1590,,,,
127,L3,D2,1,1.38,1590,,,,
128,L3,D2,19,1.38,1650,,,,
129,L3,D2,19,1.38,1640,,,,
130,L3,D2,1,1.38,1450,,,,
131,L3,D2,2,1.36,1780,,,,
132,L3,D2,2,1.36,1780,,,,
133,L3,D2,3,1.36,1720,,,,
134,L3,D2,13,1.36,1780,,,,
135,L3,D2,3,1.32,1500,,,,
136,L3,D2,22,1.32,1500,,,,
137,L3,D2,4,1.32,1500,,,,
138,L3,D2,2,1.32,1530,,,,
139,L3,D2,8,1.33,1620,,,,
140,L3,D2,2,1.36,1730,,,,
141,L3,D2,1,1.36,1730,,,,
142,L3,D2,1,1.46,2130,,,,
143,L3,D2,1,1.46,2130,,,,
144,L3,D2,1,1.46,2130,,,,
145,L3,D2,1,1.46,2130,,,,
146,L3,D2,11,1.46,2130,,,,
147,L3,D2,6,1.43,1590,,,,
148,L3,D2,1,1.43,1590,,,,
149,L3,D2,12,1.43,1590,,,,
150,L3,D2,1,1.44,1850,,,,
151,L3,D2,2,1.44,1850,,,,
152,L3,D2,1,1.47,2100,,,,
153,L3,D2,2,1.47,1960,,,,
154,L3,D2,8,1.47,2100,,,,
155,L3,D2,7,1.48,1680,,,,
156,L3,D2,4,1.22,1410,,,,
157,L3,D2,1,1.22,1370,,,,
158,L3,D2,20,1.31,1540,,,,
159,L3,D2,20,1.31,1600,,,,
160,L3,D2,1,1.38,1980,,,,
161,L3,D2,1,1.38,1990,,,,
162,L3,D2,4,1.3,1370,,,,
163,L3,D2,2,1.38,1600,,,,
164,L3,D2,43,1.38,1590,,,,
165,L3,D2,2,1.38,1590,,,,
166,L3,D2,16,1.38,1650,,,,
167,L3,D2,34,1.38,1640,,,,
168,L3,D2,13,1.32,1500,,,,
169,L3,D2,36,1.32,1500,,,,
170,L3,D2,4,1.32,1530,,,,
171,L3,D2,8,1.33,1620,,,,
172,L3,D2,2,1.36,1730,,,,
173,L3,D2,1,1.45,2130,,,,
174,L3,D2,1,1.46,2130,,,,
175,L3,D2,2,1.46,2130,,,,
176,L3,D2,13,1.43,1590,,,,
177,L3,D2,7,1.44,1850,,,,
178,L3,D2,6,1.48,1680,,,,
179,L3,D2,1,1.11,1930,,,,
180,L3,D2,2,1.18,1240,,,,
181,L3,D2,1,1.18,1220,,,,
182,L3,D2,21,1.22,1410,,,,
183,L3,D2,1,1.31,1540,,,,
184,L3,D2,17,1.31,1460,,,,
185,L3,D2,1,1.31,1540,,,,
186,L3,D2,8,1.38,1600,,,,
187,L3,D2,4,1.38,1590,,,,
188,L3,D2,1,1.38,1590,,,,
189,L3,D2,11,1.38,1650,,,,
190,L3,D2,11,1.38,1640,,,,
191,L3,D2,1,1.38,1450,,,,
192,L3,D2,2,1.38,1480,,,,
193,L3,D2,4,1.38,1570,,,,
194,L3,D2,11,1.38,1590,,,,
195,L3,D2,5,1.38,1590,,,,
196,L3,D2,11,1.38,1650,,,,
197,L3,D2,16,1.38,1640,,,,
198,L3,D2,4,1.38,1650,,,,
199,L3,D2,15,1.38,1450,,,,
200,L3,D2,6,1.38,1450,,,,
201,L3,D2,34,1.38,1480,,,,
202,L3,D2,4,1.38,1480,,,,
203,L3,D2,41,1.38,1510,,,,
204,L3,D2,5,1.38,1570,,,,
205,L3,D2,30,1.38,1570,,,,
206,L3,D2,1,1.38,1600,,,,
207,L3,D2,6,1.38,1590,,,,
208,L3,D2,3,1.38,1650,,,,
209,L3,D2,18,1.38,1640,,,,
210,L3,D2,3,1.38,1650,,,,
211,L3,D2,5,1.38,1640,,,,
212,L3,D2,27,1.38,1480,,,,
213,L3,D2,16,1.38,1480,,,,
214,L3,D2,6,1.38,1570,,,,
215,L3,D2,35,1.38,1570,,,,
216,L3,D2,1,1.38,1520,,,,
217,L3,D2,25,1.36,1730,,,,
218,L3,D2,4,1.36,1780,,,,
219,L3,D2,2,1.36,1780,,,,
220,L3,D2,5,1.36,1780,,,,
221,L3,D2,8,1.36,1680,,,,
222,L3,D2,3,1.32,1500,,,,
223,L3,D2,6,1.32,1500,,,,
224,L3,D2,2,1.32,1530,,,,
225,L3,D2,2,1.32,1530,,,,
226,L3,D2,3,1.33,1620,,,,
227,L3,D2,3,1.46,2130,,,,
228,L3,D2,8,1.46,2130,,,,
229,L3,D2,18,1.43,1590,,,,
230,L3,D2,42,1.43,1590,,,,
231,L3,D2,6,1.43,1590,,,,
232,L3,D2,2,1.47,2100,,,,
233,L3,D2,6,1.47,1960,,,,
234,L3,D2,1,1.47,1960,,,,
235,L3,D2,1,1.47,2100,,,,
236,L3,D2,5,1.48,1680,,,,
237,L3,D2,16,1.48,1680,,,,
238,L3,D2,2,1.48,1680,,,,
239,L3,D2,1,1.48,1600,,,,
240,L3,D2,2,1.5,2190,,,,
241,L3,D2,3,1.61,2510,,,,
242,L3,D2,2,1.38,1990,,,,
243,L3,D2,1,1.3,1370,,,,
244,L3,D2,15,1.38,1650,,,,
245,L3,D2,23,1.38,1640,,,,
246,L3,D2,1,1.38,1570,,,,
247,L3,D2,2,1.38,1650,,,,
248,L3,D2,2,1.38,1640,,,,
249,L3,D2,1,1.32,1500,,,,
250,L3,D2,1,1.6,2260,,,,
251,L3,D3,1,1.22,1410,,,,
252,L3,D3,1,1.31,1540,,,,
253,L3,D3,6,1.37,1960,,,,
254,L3,D3,2,1.37,1990,,,,
255,L3,D3,73,1.38,1590,,,,
256,L3,D3,2,1.38,1640,,,,
257,L3,D3,2,1.38,1590,,,,
258,L3,D3,1,1.38,1450,,,,
259,L3,D3,2,1.36,1720,,,,
260,L3,D3,2,1.36,1780,,,,
261,L3,D3,2,1.36,1720,,,,
262,L3,D3,1,1.36,1780,,,,
263,L3,D3,1,1.36,1780,,,,
264,L3,D3,7,1.45,2130,,,,
265,L3,D3,4,1.46,2130,,,,
266,L3,D3,13,1.43,1590,,,,
267,L3,D3,1,1.47,2100,,,,
268,L3,D3,7,1.48,1680,,,,
269,L3,D3,12,1.36,1730,,,,
270,L3,D3,3,1.36,1630,,,,
271,L3,D3,12,1.36,1680,,,,
272,L3,D3,2,1.46,2150,,,,
273,L3,D3,16,1.46,2150,,,,
274,L3,D3,2,1.46,2070,,,,
275,L3,D3,27,1.46,2070,,,,
276,L3,D3,1,1.46,2040,,,,
277,L3,D3,8,1.46,2030,,,,
278,L3,D3,3,1.47,1880,,,,
279,L3,D3,84,1.47,1960,,,,
280,L3,D3,1,1.47,1960,,,,
281,L4,D3,1,1.57,2510,,,,
282,L4,D3,7,1.57,2510,,,,
283,L4,D3,3,1.57,2510,,,,
284,L4,D3,1,1.48,1600,,,,
285,L4,D3,8,1.58,2510,,,,
286,L4,D3,2,1.58,2510,,,,
287,L4,D3,1,1.58,2510,,,,
288,L4,D3,1,1.58,2510,,,,
289,L4,D3,2,1.61,2510,,,,
290,L4,D3,1,1.6,2240,,,,
291,L4,D3,2,1.22,1410,,,,
292,L4,D3,1,1.31,1540,,,,
293,L4,D3,5,1.31,1540,,,,
294,L4,D3,3,1.31,1600,,,,
295,L4,D3,4,1.31,1540,,,,
296,L4,D3,1,1.31,1600,,,,
297,L4,D3,1,1.31,1500,,,,
298,L4,D3,2,1.38,1600,,,,
299,L4,D3,15,1.38,1590,,,,
300,L4,D3,1,1.38,1650,,,,
301,L2,D3,7,1.38,1640,,,,
302,L2,D3,8,1.38,1450,,,,
303,L2,D3,1,1.38,1480,,,,
304,L2,D3,5,1.38,1590,,,,
305,L2,D3,1,1.38,1650,,,,
306,L2,D3,11,1.38,1640,,,,
307,L2,D3,14,1.38,1480,,,,
308,L2,D3,16,1.38,1650,,,,
309,L2,D3,20,1.38,1640,,,,
310,L2,D3,1,1.38,1600,,,,
311,L2,D3,2,1.38,1590,,,,
312,L2,D3,18,1.38,1650,,,,
313,L2,D3,12,1.38,1640,,,,
314,L2,D3,1,1.38,1650,,,,
315,L2,D3,3,1.38,1600,,,,
316,L2,D3,3,1.38,1590,,,,
317,L2,D3,12,1.38,1650,,,,
318,L2,D3,11,1.38,1640,,,,
319,L2,D3,38,1.38,1480,,,,
320,L2,D3,6,1.38,1570,,,,
321,L5,D3,1,1.38,1570,,,,
322,L5,D3,1,1.36,1720,,,,
323,L5,D3,1,1.36,1780,,,,
324,L5,D3,4,1.36,1780,,,,
325,L5,D3,2,1.36,1780,,,,
326,L5,D3,11,1.36,1780,,,,
327,L5,D3,5,1.36,1780,,,,
328,L5,D3,2,1.36,1780,,,,
329,L5,D3,1,1.36,1750,,,,
330,L5,D3,2,1.32,1500,,,,
331,L5,D3,9,1.32,1500,,,,
332,L5,D3,4,1.32,1500,,,,
333,L5,D3,2,1.32,1500,,,,
334,L5,D3,1,1.32,1530,,,,
335,L5,D3,2,1.32,1530,,,,
336,L5,D3,1,1.33,1620,,,,
337,L5,D3,2,1.46,2130,,,,
338,L5,D3,11,1.46,2130,,,,
339,L5,D3,6,1.46,2130,,,,
340,L5,D3,1,1.46,2130,,,,
341,L5,D3,1,1.46,2130,,,,
342,L5,D3,2,1.43,1590,,,,
343,L5,D3,7,1.43,1590,,,,
344,L5,D3,6,1.43,1590,,,,
345,L5,D3,5,1.43,1590,,,,
346,L5,D3,6,1.43,1590,,,,
347,L5,D3,3,1.47,2100,,,,
348,L5,D3,7,1.47,2100,,,,
349,L5,D3,5,1.47,2100,,,,
350,L5,D3,4,1.48,1680,,,,
351,L5,D3,3,1.48,1680,,,,
